position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
0,1091.25,40.3125,1094.875,33.875,1077.5,49.5,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
1,1091.2000021369067,40.99999586387873,1095.0666671949834,32.599998346151374,1079.5499999999997,49.79999999999999,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
2,1091.1250018799878,41.18749615514678,1095.0666672736393,32.59999840991185,1079.5238095238094,49.85714285714285,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
3,1091.400315748334,41.53266611510138,1095.000104344515,32.99968098188356,1079.1666666666665,49.95833333333332,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
4,1091.4001765588448,41.53296042855393,1095.0000618561837,33.18732246143318,1079.3478260869563,50.043478260869556,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
5,1091.6923153862585,41.99997999280782,1095.0000027057092,33.18749239208799,1079.3478260869563,50.043478260869556,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
6,1091.8000000026905,42.46666665869052,1094.9333333343855,33.39999999714566,1079.0434782608693,50.08695652173912,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
7,1092.0000003719913,42.99999888387411,1094.8750001729131,33.62499933320442,1079.0434782608693,50.08695652173912,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
8,1092.0588235339992,43.35294116145484,1094.875000002197,33.62499999152647,1078.9545454545453,50.13636363636363,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
9,1092.1764705895907,43.70588234327457,1094.666666668764,34.13333333032161,1079.0499999999997,50.249999999999986,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
10,1092.2941176499685,44.05882350031813,1094.533333340494,34.19999998692657,1079.285714285714,50.23809523809523,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
11,1092.312500304511,43.81249698563168,1094.4375006356286,34.2499987837397,1079.3181818181818,50.18181818181817,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
12,1092.6470588236791,44.470588232165575,1094.4375000006348,34.249999998791466,1079.8749999999998,50.374999999999986,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
13,1092.6875000461034,44.687499013364786,1094.1333335116822,34.66666614213086,1079.8749999999998,50.374999999999986,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
14,1092.6875000275168,44.68749941112906,1094.0666667668515,34.79999969945799,1080.0434782608693,50.34782608695651,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
15,1092.9411685344828,44.64698790364859,1093.7692527005852,35.46150304769527,1080.0434782608693,50.34782608695651,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
16,1092.9444431176842,44.83331966631585,1093.6250030234173,35.62499466271765,1079.869565217391,50.43478260869564,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
17,1093.062499184318,44.874991542277314,1093.6666683292779,35.73333036284339,1079.869565217391,50.43478260869564,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
18,1093.3887331430662,45.16593778845721,1093.6252066556933,36.06210953817162,1080.1363636363635,50.63636363636363,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
19,1093.5263122035547,45.684194428788985,1093.5000047806338,36.49999183366347,1080.181818181818,50.72727272727272,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
20,1093.5258397390878,45.68227943499543,1093.2671583376068,37.13209972412194,1081.0499999999997,50.94999999999999,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
21,1093.684075481139,45.99945484377509,1093.2667897054957,37.133003573936435,1081.0499999999997,50.94999999999999,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
22,1093.6840766044875,45.99945937081252,1093.2667886811412,37.13300631312983,1081.1999999999998,50.999999999999986,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
23,1093.577923729134,46.52162062818777,1093.0006754825843,37.996774350589824,1081.4999999999998,50.999999999999986,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
24,1093.857044280266,47.0469654426027,1092.9374989534579,37.93706570460752,1081.8000000000002,51.299999999999955,1084.9288389513106,81.12734082397004,1115.346709470305,29.81540930979133
