position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,,,,
0,1571.8,27,1566.5,20.16666667,1566.133333,8.933333333,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
1,1571.8,27,1566.5,20.16666667,1566.133333,8.933333333,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
2,1572.556308,28.26017972,1566.600103,19.83632721,1566.351,10.29737936,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
3,1572.609041,28.53759927,1566.967901,20.38304671,1566.42121,10.68385176,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
4,1572.931311,29.35955887,1566.892109,20.74620089,1566.500054,11.49970254,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
5,1573.039211,29.92448549,1567.313792,21.095161,1566.421234,11.68385213,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
6,1573.181175,30.25382865,1567.56466,21.34498254,1566.286603,12.42563599,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
7,1573.568042,31.26854711,1567.930983,21.89559597,1566.158906,13.2598436,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
8,1573.807734,31.73097555,1567.999508,22.15231944,1566.316251,13.41995998,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
9,1573.959957,31.91994198,1568.193163,22.25708523,1566.350253,13.54949056,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
10,1574.148201,32.48168321,1568.555162,22.99836596,1566.166544,14.27640142,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
11,1574.571366,33.35704382,1568.935427,23.773659,1566.25035,15.30117493,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
12,1574.999979,33.84619819,1569.067743,24.00191518,1566.106592,15.53158929,1418.185393,45.31460674,1492.76779,62.10955056,1517.860175,90.7340824,,,,
