position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7
124,971.3697893,436.1866396,972.0678688,443.4233182,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
125,971.0631143,435.5158116,971.9392698,442.8662181,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
126,970.9999338,434.9911156,971.8535951,442.6235757,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
127,970.9838332,434.8600364,971.8990229,442.1349833,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
128,970.8118462,434.199756,971.7673703,441.6150698,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
129,970.6022741,433.6688779,971.8833983,441.0067469,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
130,970.4170233,432.9317617,971.7603835,440.359616,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
131,970.3139239,432.5654896,971.7468908,440.1628412,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
132,969.598541,430.750855,971.7864093,439.6038235,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
133,969.5908397,430.5976673,971.8837504,439.1820209,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
134,969.5002823,429.877442,971.7783345,439.0010639,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
135,969.2504811,429.0640355,971.6876492,438.3133567,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
136,969.1340637,427.9357074,971.6002349,437.6681022,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
137,969.1335362,427.9339927,971.5714951,437.3575337,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
138,968.9379798,427.0639121,971.5883737,436.5890265,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
139,968.8667157,426.5334825,971.4375096,436.4375741,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
140,968.9375051,426.062529,971.1333377,435.9333464,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
141,968.8823807,425.17664,971.1333652,435.3334271,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
142,968.8888891,424.3888947,971.0000016,434.933336,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
143,968.8947369,424.2631592,970.6875003,434.7500006,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
144,969.2499978,423.5000198,970.3333379,433.9444514,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
145,969.3999799,423.1336793,970.250059,433.5001653,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
146,969.5000029,423.0000803,970.1176505,433.0000283,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
147,969.4999533,422.0006538,970.1765611,432.8826516,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
148,969.4999936,422.0000898,970.0625119,432.4375386,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
149,969.7058822,421.4705922,969.866667,432.0666685,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
150,969.9444323,421.1667543,969.7142975,431.3571982,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
151,969.9518445,420.6702342,969.571912,430.860406,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
152,969.999987,420.000091,969.6666776,430.5333915,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
153,970.1099842,419.7285896,969.6674798,429.9381306,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
154,970.1176308,419.17657,969.5714387,429.3572023,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
155,970.1874969,419.1875278,969.5384621,428.7692447,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
156,970.4374834,418.3126121,969.500001,428.0000574,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
157,970.6427829,417.5007503,969.5713791,427.500404,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
158,970.7857106,417.0000232,969.4999995,427.0000099,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
159,970.9999642,416.0002505,969.5333144,426.7334848,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
160,971.0714033,415.0001651,969.5333231,425.7334155,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
161,971.0624988,414.7500063,969.4999998,425.000003,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
162,971.142857,414.2857149,969.5,425.0000002,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
163,971.1333213,414.0667291,969.533331,424.2666961,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
164,971.2857141,413.3571439,969.5,424.0000004,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
165,971.7999997,412.6000008,969.5000001,423.5000004,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
166,971.9375,411.9375001,969.5,423,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
167,971.866665,411.9333394,969.4999996,422.0000028,977.9044944,515.0505618,996,464.4232239,984.46476,522.8324821,989,493,990.5655431,533.2871411,996,465.8232154
