position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7
3017,907.3366731,570.0206611,901.4897866,564.3346487,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3018,908.0037649,570.7275268,902.3018558,565.1964734,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3019,908.0983713,570.7149671,902.329827,565.5740606,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3020,908.4579919,571.0428846,902.8362538,566.074459,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3021,909.1563466,571.8427654,903.2186969,566.6439838,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3022,909.4525144,572.0397411,903.6414528,566.8310814,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3023,909.237962,571.6019834,903.9585101,566.9578503,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3024,910.8701014,572.7722666,904.6181537,567.6183678,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3025,910.8796415,572.7792408,904.6250994,567.6251371,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3026,910.6280463,572.7766506,904.9971034,567.9937525,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3027,911.2410143,573.3608262,905.077205,568.0519584,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3028,911.9923353,574.3268795,905.9118967,568.8284234,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3029,912.5879958,574.8821509,905.9998758,568.9998738,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3030,912.8450133,575.537112,906.4991992,568.9993641,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3031,912.9330567,575.7996605,906.4998121,569.2141538,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3032,912.99986,576.2665163,906.9999046,569.8180791,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3033,913.1417182,576.7839719,907.4989441,569.9991654,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3034,913.1333006,577.3332774,907.7999773,570.1999818,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3035,912.9994069,577.4991077,907.9994737,570.4993458,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3036,912.8450919,577.4598709,908.070764,570.5705951,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3037,912.933323,578.2666488,908.4615339,571.0769172,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3038,912.7991988,578.3980278,908.6914326,571.6146884,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3039,912.6654979,578.1322083,908.7953175,571.881611,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3040,912.8203,578.6980006,908.9912094,572.3679295,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3041,912.9212697,579.2400876,908.9857027,572.8308698,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3042,912.5146923,578.8437487,909.1817115,572.9822511,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3043,912.3278953,579.2036361,909.2626888,573.0835123,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3044,912.3123248,579.3603074,909.7249604,573.5016403,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3045,912.2031696,579.4603189,909.7516208,573.5380045,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3046,912.2021234,579.4911028,909.5982952,573.2798246,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3047,912.2324401,579.614988,910.0183428,573.749918,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3048,911.9373198,580.0861807,909.7768052,573.4435266,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3049,911.8051058,580.3347695,909.8889734,573.4338826,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3050,911.7214637,580.8425129,910.3082863,573.7183669,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3051,910.8881121,582.509174,911.1675379,575.132885,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3052,910.8786135,582.6833137,911.1697563,574.8637086,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3053,910.7506876,582.9335633,911.1102405,575.1104552,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3054,910.382836,583.2936,911.0066921,575.1265432,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3055,910.0667088,583.9332454,911.1817832,575.3635831,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3056,909.4288686,584.3565222,911.4999425,576.3568378,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3057,909.0000111,584.8666474,911.4999969,576.4999912,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3058,908.9350526,584.6640503,911.6151348,577.152005,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3059,908.6000356,585.0666136,911.3846079,577.4615079,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3060,908.7698751,584.9133826,911.3799323,577.8221003,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3061,908.6061936,585.0592438,911.4988624,577.9931457,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3062,908.4387616,585.248491,911.545222,578.271323,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3063,908.0000501,585.5880689,911.499977,578.5001385,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3064,907.8420433,585.5789175,911.4999607,578.5003132,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3065,907.098083,585.940365,911.4505349,579.320659,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3066,907.2102365,585.884571,911.4503824,579.3218362,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3067,907.3485014,585.7384761,911.4844053,579.6074823,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3068,907.0321058,585.9138912,911.4211961,579.9673438,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3069,906.8903386,585.9354513,911.4558365,580.2646422,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3070,906.0796392,586.7670084,910.4733418,581.7881057,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3071,905.6391022,586.9860521,910.3881018,582.13976,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3072,905.4102415,587.1991396,910.1748812,582.4124062,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3073,904.9901403,587.2641769,910.1454694,582.4811904,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3074,905.0456411,587.1672315,910.1454872,582.4810515,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3075,904.0973971,587.3968702,909.8498144,583.1554733,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3076,903.8313822,587.3516933,909.5178311,583.4717282,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3077,903.4736425,587.3491636,909.4839164,583.5352942,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3078,902.9421713,587.2594169,909.0323512,583.8238546,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3079,902.898116,587.2683958,909.0041206,584.0031336,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3080,902.7772277,587.0428292,908.9829946,584.1759856,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3081,902.2796736,587.0612078,908.7002726,584.4973551,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3082,901.5649115,586.9962638,908.2919065,584.7855365,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3083,901.1801014,586.8021744,908.2289992,584.8379538,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3084,900.5325543,586.7021304,907.9511765,585.0322855,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3085,900.5230843,586.582087,907.943237,585.0375891,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3086,900.0204341,586.5020016,907.4275945,585.4092021,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3087,899.6757206,586.2234714,907.6205508,585.3039138,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3088,899.2537082,586.1986443,906.8955753,585.7477913,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3089,899.3564392,585.8235445,906.9568667,585.9104889,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3090,898.9123032,585.6002999,906.2924457,586.2582732,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3091,898.4205929,585.4080698,905.627415,586.5347456,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3092,898.2162792,585.2860021,905.612798,586.5380771,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3093,897.782981,584.859906,905.5837054,586.5423702,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3094,897.3669175,584.7901548,904.773322,586.768353,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3095,897.5389158,584.8293701,904.3368734,586.345137,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3096,896.4196405,584.3117483,903.7246057,586.4681144,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3097,896.453214,584.4037642,903.7293289,586.4670078,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3098,896.4569425,584.4060982,903.7343663,586.4665956,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3099,896.3849798,584.607818,903.5215227,586.4240222,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3100,894.7230489,583.5069743,902.5069938,586.4990826,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3101,894.976157,583.7310724,902.1634643,586.4384231,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3102,894.7423574,583.3707603,901.7690207,586.4615729,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3103,894.2078395,582.8890068,900.804965,586.1046682,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3104,894.1998639,582.8843507,900.7969028,586.1017805,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3105,894.197985,582.8841361,900.8582703,586.0284815,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3106,894.3781626,582.8416586,900.8784431,586.033424,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3107,894.3121839,582.6713817,900.8648662,586.0293917,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3108,894.6030971,582.479969,900.3128523,585.925652,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3109,894.4172262,581.9101363,900.2548713,585.9085878,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3110,894.6114759,581.8659495,900.2604622,585.9103012,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3111,894.1309496,581.4281005,899.8300339,585.5436132,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3112,894.0142074,581.0587032,899.1178608,585.3612039,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3113,894.3545217,580.9422114,899.1140902,585.383915,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3114,894.1354317,580.6085294,898.8971752,585.2111301,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3115,894.1160081,580.2546515,898.5843289,585.1569065,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3116,894.1073091,580.2424149,898.5727137,585.1481547,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3117,894.1015454,580.2346965,898.5655462,585.1423231,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3118,893.796525,579.7713514,898.0811204,584.8609627,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3119,893.7815044,579.3388851,897.8607084,584.5175727,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3120,893.6722215,579.329542,897.8610382,584.6337466,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3121,893.5939732,579.3429255,897.856606,584.6292468,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3122,893.6420259,579.42375,897.8733421,584.6406154,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3123,893.3500019,579.2664061,897.8240255,584.608501,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3124,893.4227974,579.2460629,897.9020569,584.5575806,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3125,893.2069867,579.6079729,897.9132846,584.5659067,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3126,893.2101413,579.6129173,897.9194126,584.5698537,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3127,893.1862722,580.0058206,897.7182878,584.5346848,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3128,893.2117669,580.0439543,897.9743631,584.60525,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3129,893.2171692,580.0509028,897.9830536,584.6109861,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3130,893.2196576,580.0540319,897.9869219,584.613594,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3131,893.1400984,579.8442976,897.969367,584.6015685,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3132,892.658636,579.4818262,897.5990385,584.3340201,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3133,892.9271281,580.302514,897.5553685,584.4216043,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3134,893.0488923,580.4442247,897.5870437,584.4439432,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3135,892.8636268,580.4033607,897.5364136,584.4173837,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3136,892.8305142,580.7792073,897.5466889,584.4241736,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3137,893.1500253,580.8066452,897.5870348,584.4524088,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3138,893.1679534,581.0061478,897.6016954,584.462942,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3139,893.2733227,581.1602198,897.6092492,584.4685115,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3140,893.283236,581.1686199,897.8527007,584.5238617,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3141,893.0178294,581.2352903,897.8377337,584.5105029,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3142,892.676353,581.2216367,897.8063862,584.4868042,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3143,892.790892,581.3195608,897.7859467,584.4735923,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3144,892.1613976,581.4526017,897.4583325,584.080028,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3145,892.2793382,581.6005579,897.4984816,584.1209854,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3146,892.2987353,581.7855361,897.6456441,584.2478334,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3147,892.2155179,582.0640914,897.62095,584.2222469,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3148,892.0551861,582.3532455,897.090781,584.0535021,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3149,891.8640058,582.5772022,897.2986069,584.0283333,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3150,891.9823941,582.7367169,897.2219681,583.9685074,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3151,891.5213811,583.0782818,896.9799825,583.9115842,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3152,891.7110303,582.9782183,897.1501542,583.9104422,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3153,891.6973215,583.1372929,897.2237752,583.8022646,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3154,891.8505396,583.2622997,897.2743324,583.9490319,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3155,891.908126,583.7948153,897.2846408,583.9507168,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3156,891.3355209,584.1529632,897.5263595,584.0208039,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3157,891.1847125,584.322277,897.511039,584.0096189,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3158,891.3616309,584.4667238,897.651265,584.2976354,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3159,891.357797,584.4676454,897.5622242,584.1904085,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3160,891.200723,584.797486,897.3921547,584.0700175,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3161,891.3036643,584.9936765,897.4005138,584.0721202,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3162,890.9598092,585.1920284,897.3486602,584.0661094,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3163,890.8009236,585.3995592,897.5390483,583.9232235,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3164,890.3333649,585.9166481,897.4000129,584.0666716,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3165,890.3334093,586.1999516,897.400039,584.0666804,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3166,889.7857197,586.928569,897.4000023,584.1999996,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3167,889.942243,586.7938691,897.1940701,584.1878851,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3168,889.6966092,587.3819392,896.9434257,584.1171983,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3169,889.6964134,587.3820589,896.9433232,584.1172205,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
3170,889.2146388,587.6426453,896.866864,584.1332894,977.9044944,515.0505618,1004,151.5,984.46476,522.8324821,992.4999104,202,990.5655431,533.2871411,5.70E-05,2.41E-05
