position,x0,y0,x1,y1,x2,y2,x3,y3
0,1563.6,39.6,1560.875,31.651685393258436,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
1,1563.4838397906703,41.87060167561597,1560.2645786683122,31.55865874881919,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
2,1563.333332346161,42.48146479309931,1560.3225756744698,31.87096172918957,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
3,1562.8999999748155,42.79999826553624,1560.633332922223,31.966666315899506,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
4,1562.300001382089,43.36664427337268,1560.9032203682543,32.41934437038441,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
5,1561.962963065293,43.77777632252384,1560.9374997686923,32.624999651236976,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
6,1561.6250001428816,44.12498938127501,1561.172413118838,33.27585752839759,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
7,1561.1333337323645,44.63333094433891,1561.2142853131224,33.35714174356449,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
8,1560.5357149316606,45.49999520330034,1561.2666664974308,33.899997595039366,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
9,1559.821428571208,46.67857142280221,1561.6333333339744,34.400000002431995,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
10,1559.2307692344543,47.53846152176423,1561.7241379318714,35.27586206356693,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
11,1558.8148148242915,48.29629626266808,1561.642857144473,36.21428570076584,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
12,1558.4615391216923,48.61538276959957,1561.714285827962,36.78571335686184,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
13,1558.185185188255,49.51851850944655,1561.7142857146607,37.214285711405296,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
14,1557.7777778034697,50.22222215669832,1561.7777777800404,37.81481479362832,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
15,1557.214285714291,51.5714285714145,1561.846153846155,38.26923076922581,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
16,1556.6551724137955,52.24137931023531,1561.7999999999115,39.40000000033948,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
17,1556.8965517241015,52.55172413795975,1561.7999999999731,39.84000000014591,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
18,1556.2307692307647,53.73076923076396,1561.370370370366,40.74074074076768,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
19,1555.8888888889148,54.629629629549946,1560.9166666666845,41.16666666663112,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
20,1555.4999999999995,55.49999999999952,1560.6086956521738,41.91304347826076,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
21,1555.5000000000102,55.74999999995996,1560.1666666666758,42.41666666665211,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
22,1555.518518517689,56.037037035036334,1559.653846153994,43.69230769651273,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
23,1555.5555555556243,56.333333332959874,1559.4800000000926,43.91999999987424,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
24,1555.3928571481554,56.49999994581422,1558.961538479406,44.80769228880839,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
25,1555.1153846408388,57.26923058979975,1558.8620690147882,45.68965511047488,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
26,1554.814815260636,57.70370103276535,1558.6666674931498,46.5555545441528,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
27,1553.9615397472924,58.34614906392357,1558.5185199626014,47.59259086820866,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
28,1553.6538456493208,58.96153921886876,1558.4615379331149,47.92307853739821,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
29,1553.500009100815,59.16662425052452,1558.3000188806095,48.66664787370355,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
30,1552.5517240657132,60.068965428180135,1558.2222221073318,48.96296343555936,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
31,1552.2142874684005,60.57142386313962,1558.0000018190938,49.4999978706681,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
32,1551.5172421754023,61.586205169892885,1557.678572042311,50.07142767181193,1666.9985018726595,-0.196254681647936,1660.5786516853932,44.63402889245586
