position,x0,y0,x1,y1,,,,,,,,
51,1585.221426,36.4305449,1601.020034,32.32561425,,,,,,,,
52,1584.294335,36.36018354,1599.950264,32.69048154,,,,,,,,
53,1583.353146,36.04246062,1598.23821,33.26755615,,,,,,,,
54,1581.784134,35.70408514,1597.162975,33.52101703,,,,,,,,
55,1580.178807,35.80418866,1596.263163,33.73836655,,,,,,,,
56,1578.70513,35.7658802,1595.410365,33.95414195,,,,,,,,
57,1577.45149,35.91443094,1594.267776,34.12215091,,,,,,,,
58,1577.045048,35.79083474,1592.765139,34.62290814,,,,,,,,
59,1575.840501,34.95963462,1592.161201,34.79251332,,,,,,,,
60,1575.159552,34.71787186,1591.031217,34.83365894,,,,,,,,
61,1574.357913,34.53888897,1590.037418,34.83301594,,,,,,,,
62,1574.354713,34.46415759,1588.45897,34.94640485,,,,,,,,
63,1573.667714,34.11718109,1586.439586,35.20528484,,,,,,,,
64,1573.663289,33.65565329,1586.349691,34.89919295,,,,,,,,
65,1573.274579,33.38710699,1585.885703,35.36804292,,,,,,,,
66,1572.20777,33.19405914,1584.481454,35.08585034,,,,,,,,
67,1571.03455,32.69557714,1583.188378,34.68270877,,,,,,,,
68,1570.204993,32.145303,1582.622085,34.33610732,,,,,,,,
69,1569.307137,31.76741611,1582.313557,34.27027519,,,,,,,,
70,1568.81066,31.29241017,1581.943862,34.0010799,,,,,,,,
71,1568.454332,30.95595029,1581.798538,33.91769648,,,,,,,,
72,1568.405723,30.98934429,1581.242927,33.97774779,,,,,,,,
73,1568.029665,30.77773931,1580.808951,33.83612534,,,,,,,,
74,1567.69996,30.41891222,1579.915238,33.5789844,,,,,,,,
75,1566.828153,30.18443059,1578.855094,32.99989841,,,,,,,,
76,1566.185542,30.02404685,1577.983891,32.8332907,,,,,,,,
77,1565.039799,29.76506311,1577.047207,32.61358186,,,,,,,,
78,1564.700111,29.6918435,1576.110629,32.28414336,,,,,,,,
79,1564.265867,29.41747786,1576.081834,32.06571303,,,,,,,,
80,1563.584027,29.76974442,1575.277192,31.85944481,,,,,,,,
81,1563.437722,30.03019474,1575.292058,31.90449326,,,,,,,,
82,1563.154739,29.92086093,1574.862224,31.60625953,,,,,,,,
83,1563.247636,29.69961447,1574.74127,31.42621348,,,,,,,,
84,1563.255905,29.72697963,1574.536777,31.17956789,,,,,,,,
85,1563.40618,29.9064328,1574.51462,31.16890633,,,,,,,,
86,1562.715199,29.9284912,1574.302752,31.10072929,,,,,,,,
87,1562.640458,29.97800061,1574.132684,31.15711979,,,,,,,,
88,1562.249525,30.16528955,1574.091695,31.24358294,,,,,,,,
89,1562.232441,30.14612148,1573.687718,31.00483637,,,,,,,,
90,1562.300427,30.04959773,1573.627196,30.88925224,,,,,,,,
91,1562.134279,30.0957911,1573.604914,30.88284594,,,,,,,,
92,1562.047612,30.05963806,1573.588615,30.73047985,,,,,,,,
93,1562.128379,30.01564434,1573.545281,30.62472107,,,,,,,,
94,1562.443917,30.25725117,1573.486593,30.36115406,,,,,,,,
95,1562.532722,30.38782846,1573.512353,30.36789569,,,,,,,,
96,1562.924153,30.22665445,1573.38048,30.38372865,,,,,,,,
97,1563.166993,30.1854501,1573.759345,30.33084231,,,,,,,,
98,1563.564662,30.41661372,1573.892769,30.46677344,,,,,,,,
99,1564.179457,30.64542257,1573.673276,30.83943492,,,,,,,,
100,1564.285344,30.68934829,1573.725417,30.81896395,,,,,,,,
101,1565.565491,30.72764483,1574.535673,30.65448684,,,,,,,,
102,1565.582229,31.37172556,1574.557826,30.65558534,,,,,,,,
103,1565.74023,31.8532834,1574.593167,30.61170218,,,,,,,,
104,1566.247822,31.87600394,1574.715959,30.48614919,,,,,,,,
105,1566.768309,31.9529972,1574.868522,30.19566936,,,,,,,,
106,1566.913163,32.39107399,1574.922265,30.03445647,,,,,,,,
107,1566.916998,32.54379465,1574.91074,30.02967596,,,,,,,,
108,1567.521575,32.67664446,1574.979228,29.76543729,,,,,,,,
109,1567.687453,33.03204432,1575.008593,29.49322296,,,,,,,,
110,1567.834751,33.26684082,1575.216598,29.44628327,,,,,,,,
111,1567.999356,33.59905258,1575.480861,29.4406841,,,,,,,,
112,1567.988717,34.0307702,1575.361056,29.23339071,,,,,,,,
113,1568.118586,34.47702902,1575.223996,29.12193052,,,,,,,,
114,1568.229624,35.10425243,1575.078528,28.9386685,,,,,,,,
115,1568.351976,35.56390362,1575.117501,28.85118001,,,,,,,,
116,1568.682036,36.30226897,1574.413111,29.04240791,,,,,,,,
117,1568.891491,36.96100673,1574.411747,29.4521057,,,,,,,,
118,1569.034241,37.58040373,1573.609846,29.61980993,,,,,,,,
119,1569.321182,38.42522453,1573.300931,29.73749488,,,,,,,,
120,1569.882103,38.71912652,1572.502853,29.99099762,,,,,,,,
121,1570.364669,39.47501232,1572.038193,30.43074759,,,,,,,,
122,1570.877141,40.14903215,1571.656976,30.70039353,,,,,,,,
123,1571.625484,40.46948892,1571.238732,31.39350196,,,,,,,,
124,1572.097359,41.33453418,1570.836399,31.63162677,,,,,,,,
125,1572.955824,42.23398969,1570.259032,31.74066596,,,,,,,,
126,1573.772384,42.85327597,1569.97582,32.25438094,,,,,,,,
127,1574.518512,43.37165179,1570.167282,32.41488654,,,,,,,,
128,1574.792127,43.50589037,1569.91994,32.83478874,,,,,,,,
129,1575.270308,43.97579727,1569.977035,33.2826943,,,,,,,,
130,1576.300391,44.99841638,1569.853792,33.90138855,,,,,,,,
131,1576.822765,45.64621067,1570.069897,34.41831998,,,,,,,,
132,1577.422582,46.07647143,1569.97625,34.97592389,,,,,,,,
133,1577.788056,46.57653166,1569.815774,35.63133125,,,,,,,,
134,1578.819614,46.75958175,1569.974914,35.89982467,,,,,,,,
135,1579.836242,47.71373873,1570.139382,37.11612188,,,,,,,,
136,1580.933967,48.39042189,1570.489075,38.17001491,,,,,,,,
137,1581.749656,48.69189047,1571.020455,38.5307539,,,,,,,,
138,1582.163489,49.14271998,1571.622972,39.26774597,,,,,,,,
139,1582.693508,49.50007697,1572.090892,39.91408731,,,,,,,,
140,1582.741417,49.79309611,1572.696913,40.76374562,,,,,,,,
141,1583.261136,50.20709387,1572.655929,41.09755698,,,,,,,,
142,1583.529838,50.24181756,1572.93153,41.64960831,,,,,,,,
143,1583.828083,50.21017884,1573.178572,42.23606861,,,,,,,,
144,1584.510825,50.50847671,1573.431624,42.98510091,,,,,,,,
145,1584.974864,50.60270527,1573.733654,43.33789658,,,,,,,,
146,1586.222285,51.2026452,1573.981241,43.9807002,,,,,,,,
147,1587.32165,51.73526713,1574.395618,44.63046967,,,,,,,,
148,1588.436079,52.07544439,1574.861444,45.30943708,,,,,,,,
149,1588.663707,52.0711985,1576.07826,45.88030415,,,,,,,,
150,1589.379119,52.60612805,1576.75925,46.14127434,,,,,,,,
151,1590.189608,53.34756618,1577.530364,46.51202811,,,,,,,,
152,1591.350995,54.20305301,1578.137909,46.373088,,,,,,,,
153,1592.199171,54.87936245,1578.714242,46.32661679,,,,,,,,
154,1593.142545,55.53034145,1579.577087,46.82709475,,,,,,,,
155,1593.583224,55.68741105,1579.70222,47.10646166,,,,,,,,
156,1594.488964,56.25501126,1580.293943,47.54897177,,,,,,,,
157,1595.591637,57.16311066,1580.87031,48.2036973,,,,,,,,
158,1596.059865,57.81989224,1581.254853,48.52940416,,,,,,,,
159,1596.94217,58.480665,1582.055491,48.88886221,,,,,,,,
160,1597.759753,59.25979622,1582.870243,49.27772785,,,,,,,,
161,1598.799947,60.41995956,1583.428548,49.87498709,,,,,,,,
162,1598.959781,61.07983007,1584.298139,50.84204569,,,,,,,,
163,1599.235196,61.39208419,1584.472697,51.25452912,,,,,,,,
164,1599.749629,62.01893845,1585.314617,51.85174216,,,,,,,,
165,1600.173779,62.4129357,1585.649073,52.28067828,,,,,,,,
166,1600.489155,63.65939558,1586.37279,52.84740356,,,,,,,,
167,1600.956252,64.02147969,1587.203259,53.38976888,,,,,,,,
168,1601.326465,64.55095706,1587.611094,54.07407282,,,,,,,,
169,1601.249727,64.70803846,1588.16655,54.57405806,,,,,,,,
170,1601.190871,65.34244086,1588.698179,55.12107056,,,,,,,,
171,1601.278409,65.25656261,1589.479717,55.76666901,,,,,,,,
172,1601.41113,66.17196198,1589.944488,56.10846999,,,,,,,,
173,1601.465819,66.97661806,1590.320376,56.69808476,,,,,,,,
174,1601.703369,67.6803134,1590.848467,57.09406127,,,,,,,,
175,1601.978476,68.46782541,1591.40745,57.72227325,,,,,,,,
176,1601.999063,69.08028271,1591.764124,58.13696708,,,,,,,,
177,1602.273195,69.69616063,1592.87689,58.87834763,,,,,,,,
178,1602.741354,70.87517221,1593.596444,59.57821294,,,,,,,,
179,1602.931891,71.38918479,1594.060816,60.03015705,,,,,,,,
180,1603.460785,71.56223664,1594.894903,60.77078019,,,,,,,,
181,1603.739723,72.15971329,1595.241007,61.05414494,,,,,,,,
182,1604.053031,73.43045841,1596.013522,61.75689694,,,,,,,,
183,1604.462757,74.22954518,1596.54031,62.16422199,,,,,,,,
184,1604.830187,75.30480423,1596.996748,62.82421905,,,,,,,,
185,1605.054373,76.03357604,1597.614327,63.61516404,,,,,,,,
186,1605.477205,76.30790074,1598.379103,64.13964871,,,,,,,,
187,1605.629473,76.2974585,1598.959747,64.6588654,,,,,,,,
188,1605.616327,77.74294862,1599.540705,65.68173333,,,,,,,,
189,1605.614907,78.41782166,1600.09262,66.74361818,,,,,,,,
190,1605.561364,79.43733419,1600.535108,67.41641749,,,,,,,,
191,1605.591704,80.94116359,1600.723302,68.17045123,,,,,,,,
192,1605.944713,81.4067449,1601.474504,69.00921458,,,,,,,,
193,1605.815687,82.11261556,1602.003469,69.42035616,,,,,,,,
194,1605.683017,82.65167102,1601.918029,70.91670565,,,,,,,,
195,1605.436628,83.81169474,1602.054033,72.00876351,,,,,,,,
196,1605.116404,85.19111141,1602.192743,72.61748086,,,,,,,,
197,1605.204169,85.74810054,1602.163991,73.01498018,,,,,,,,
198,1605.18911,86.04446448,1602.58351,73.75324956,,,,,,,,
199,1605.237982,86.44492818,1602.721133,74.42832655,,,,,,,,
200,1605.071858,87.24798489,1603.180152,75.18004844,,,,,,,,
201,1605.321684,87.84153614,1603.341624,75.94955037,,,,,,,,
202,1605.002699,88.65993557,1603.711999,76.11875807,,,,,,,,
203,1604.792215,89.37990156,1604.110026,76.54825724,,,,,,,,
204,1604.921686,89.44653231,1604.516266,77.42784241,,,,,,,,
205,1604.919862,89.76300114,1604.853436,77.88179509,,,,,,,,
206,1604.698744,90.58887414,1605.399491,78.53820871,,,,,,,,
207,1604.540869,91.50971317,1605.314774,79.25579877,,,,,,,,
208,1604.272498,92.65154954,1605.44882,80.01254284,,,,,,,,
209,1604.327821,93.06541269,1605.352618,80.49477793,,,,,,,,
210,1603.515909,94.76413131,1605.317976,81.55933534,,,,,,,,
211,1603.326892,95.7409641,1604.996927,81.84647558,,,,,,,,
212,1603.363668,96.43554306,1605.027744,82.10134884,,,,,,,,
213,1603.229781,97.61190683,1604.814256,82.68215079,,,,,,,,
214,1603.653732,98.16131956,1604.706373,83.38904454,,,,,,,,
215,1603.605178,99.57064313,1604.952287,83.69456332,,,,,,,,
216,1603.585364,100.7349782,1604.905326,84.80106071,,,,,,,,
217,1603.71892,101.9578208,1604.935933,85.12186727,,,,,,,,
218,1603.706103,102.7902051,1604.93565,85.92658208,,,,,,,,
219,1603.745849,102.8998156,1604.508726,86.74129325,,,,,,,,
220,1603.837582,103.2354283,1604.324271,87.50224651,,,,,,,,
221,1604.009314,103.0527286,1604.236271,88.2404534,,,,,,,,
222,1603.728678,103.8240293,1604.202696,88.80783545,,,,,,,,
223,1603.441197,104.35194,1604.004774,89.45097093,,,,,,,,
224,1603.562225,104.1320689,1603.954372,90.29267077,,,,,,,,
225,1603.505831,103.4231737,1603.680168,91.16155056,,,,,,,,
226,1603.062155,103.8884208,1603.552314,92.14289975,,,,,,,,
227,1603.058298,104.3985029,1603.58898,92.65435948,,,,,,,,
228,1603.009471,104.098648,1603.495225,93.18138903,,,,,,,,
229,1603.250178,103.9900782,1603.438778,93.54467466,,,,,,,,
230,1602.987729,105.3376767,1603.3126,94.81277643,,,,,,,,
231,1602.951478,105.4210544,1603.094735,94.87976685,,,,,,,,
232,1602.322309,106.6782073,1603.221815,96.03143666,,,,,,,,
233,1601.950632,107.8428622,1603.08831,97.23038881,,,,,,,,
234,1601.544663,108.8202593,1603.042091,98.20647995,,,,,,,,
235,1601.468742,109.3752682,1603.015245,98.32454568,,,,,,,,
236,1601.317741,110.0555472,1602.812609,99.17867284,,,,,,,,
237,1601.267632,111.3393342,1602.664921,99.97405403,,,,,,,,
238,1601.327202,111.5806825,1602.284724,100.7129454,,,,,,,,
239,1600.875982,112.2202637,1602.317508,101.2015081,,,,,,,,
240,1600.557217,113.2726191,1602.169171,101.9818241,,,,,,,,
241,1600.614603,114.3687534,1601.924524,102.7196955,,,,,,,,
242,1600.368571,114.7323108,1601.7439,103.2315936,,,,,,,,
243,1600.208864,115.9931828,1601.44337,104.5060784,,,,,,,,
244,1599.945221,116.5531949,1601.421346,105.1926696,,,,,,,,
245,1599.860403,117.7695048,1601.463775,106.5577398,,,,,,,,
246,1599.933827,118.7566693,1601.300544,106.782598,,,,,,,,
247,1599.67979,119.9456344,1601.356942,107.6878208,,,,,,,,
248,1599.662742,120.5841812,1601.126771,108.635072,,,,,,,,
249,1599.65223,121.8123623,1601.081489,109.5002419,,,,,,,,
250,1599.08739,123.6350287,1600.923265,110.4560459,,,,,,,,
251,1599.060781,124.9316858,1600.788973,111.6416514,,,,,,,,
252,1599.178443,125.4140748,1600.572543,112.1847763,,,,,,,,
253,1599.052248,126.6525025,1600.049784,113.4742922,,,,,,,,
254,1598.890139,127.8051727,1599.793893,114.3596886,,,,,,,,
255,1598.796205,128.2523968,1599.476587,115.199034,,,,,,,,
256,1598.578177,128.9267118,1599.076878,116.0378575,,,,,,,,
257,1598.267307,129.4942529,1598.524664,117.520683,,,,,,,,
258,1598.088238,130.6554574,1598.379399,118.042369,,,,,,,,
259,1597.924176,132.0876414,1598.638036,118.7965081,,,,,,,,
260,1597.834763,132.0683778,1598.684632,119.2608477,,,,,,,,
261,1597.90805,133.9354933,1598.58124,119.9002678,,,,,,,,
262,1597.843803,134.4876958,1598.578742,120.5136771,,,,,,,,
263,1597.642565,135.4948395,1598.215462,121.0781444,,,,,,,,
264,1597.519512,136.6437137,1597.984194,123.0659563,,,,,,,,
265,1597.20603,137.406647,1597.988375,123.1432515,,,,,,,,
266,1597.264916,137.9566779,1597.766003,123.9079063,,,,,,,,
267,1597.179219,138.6273673,1597.63746,124.5899871,,,,,,,,
268,1596.954159,139.2958412,1597.484429,125.4265229,,,,,,,,
269,1596.892712,139.8493953,1597.344675,126.3785171,,,,,,,,
270,1596.625225,140.3470222,1597.582483,126.9763372,,,,,,,,
271,1596.48822,140.0503257,1597.496236,127.7927851,,,,,,,,
272,1596.375639,140.5034664,1597.315908,128.6237541,,,,,,,,
273,1596.393405,140.6671927,1597.256413,129.4587053,,,,,,,,
274,1595.883265,141.7081212,1596.994359,130.7290104,,,,,,,,
275,1595.275293,142.6701806,1596.440057,131.7559923,,,,,,,,
276,1595.416457,143.2125299,1596.189143,132.5254521,,,,,,,,
277,1595.256048,143.9926041,1595.727397,133.3552474,,,,,,,,
278,1594.73934,144.7985266,1595.441278,134.0854539,,,,,,,,
279,1594.44115,145.8182803,1594.927012,135.4811006,,,,,,,,
280,1594.426807,146.4193592,1594.77658,136.3903738,,,,,,,,
281,1594.315105,147.3165363,1595.320939,137.0462474,,,,,,,,
282,1594.464723,147.9242991,1595.355601,137.5168428,,,,,,,,
283,1594.376446,149.2839635,1595.22894,138.1102026,,,,,,,,
284,1594.52206,150.6103268,1595.046652,139.1765699,,,,,,,,
285,1594.522104,151.4482891,1594.752253,140.1058623,,,,,,,,
286,1594.668837,151.870967,1594.720235,140.5888716,,,,,,,,
287,1594.380334,153.0299131,1594.347536,141.6070392,,,,,,,,
288,1594.056308,154.7242849,1594.420855,142.1243253,,,,,,,,
289,1593.642169,155.7712237,1593.984423,143.4450041,,,,,,,,
290,1593.517124,156.0879193,1593.754258,144.4022497,,,,,,,,
291,1593.800663,157.3020848,1593.688839,145.4310495,,,,,,,,
292,1593.269887,158.3320893,1593.551122,146.3462217,,,,,,,,
293,1593.074575,159.6362814,1593.492847,146.8296552,,,,,,,,
294,1592.672193,161.1547959,1593.471659,147.1721802,,,,,,,,
295,1592.293326,162.1582211,1593.389165,148.1237575,,,,,,,,
296,1592.085498,163.3296773,1593.214649,148.8197434,,,,,,,,
297,1592.361296,164.2982412,1593.060849,149.7387874,,,,,,,,
298,1592.373196,165.0554373,1592.91854,150.1550604,,,,,,,,
299,1592.459274,165.7427922,1592.590387,150.557535,,,,,,,,
300,1592.71661,166.5065841,1592.717352,151.5090735,,,,,,,,
301,1592.829708,167.4892242,1592.717457,152.2459856,,,,,,,,
302,1592.811208,168.1315307,1592.580125,152.6009446,,,,,,,,
303,1592.870252,169.1472141,1591.884725,153.6930666,,,,,,,,
304,1592.886075,169.2619208,1592.212196,154.3467976,,,,,,,,
305,1592.832929,169.5180547,1592.20426,154.5596315,,,,,,,,
306,1592.702285,170.2611166,1591.86251,155.7536447,,,,,,,,
307,1592.703344,170.7966697,1591.923563,156.4874695,,,,,,,,
308,1592.665736,172.1114834,1591.891359,156.9794573,,,,,,,,
309,1592.772378,173.1015899,1591.842193,157.8534916,,,,,,,,
310,1592.75265,173.9142859,1591.768823,158.3511676,,,,,,,,
311,1592.249465,174.7844096,1591.483545,159.3317465,,,,,,,,
312,1591.808196,175.764564,1591.000172,160.499678,,,,,,,,
313,1591.71987,176.5398903,1591.000126,161.4337963,,,,,,,,
314,1591.351766,177.4985813,1591.078166,162.1244442,,,,,,,,
315,1590.891129,178.1260915,1591.343133,163.0148939,,,,,,,,
316,1589.924391,178.7465739,1591.399088,164.384087,,,,,,,,
317,1589.207973,179.4786883,1591.809752,165.384534,,,,,,,,
318,1588.482342,180.214886,1592.218627,165.6066968,,,,,,,,
319,1587.622721,181.1884358,1592.131123,166.0492404,,,,,,,,
320,1586.979789,181.0845733,1592.649105,166.7532358,,,,,,,,
321,1586.007238,181.9918485,1592.836664,168.6310787,,,,,,,,
322,1584.935408,182.9485135,1593.017922,169.4702956,,,,,,,,
323,1583.938935,183.7360305,1592.931334,170.1694096,,,,,,,,
324,1583.781883,183.9407044,1592.658411,172.2709236,,,,,,,,
325,1583.277059,184.4370775,1592.403118,173.2388934,,,,,,,,
326,1582.880115,184.8243589,1592.198184,174.1755952,,,,,,,,
327,1581.931378,185.613756,1591.863488,175.2155103,,,,,,,,
328,1581.097149,186.23599,1591.658444,175.7200267,,,,,,,,
329,1580.735542,187.3774994,1591.395762,176.136356,,,,,,,,
330,1580.161763,187.9574888,1591.038471,177.1081764,,,,,,,,
331,1579.677793,188.903147,1590.45852,177.8658551,,,,,,,,
332,1579.443714,189.5837726,1589.530227,178.930088,,,,,,,,
333,1579.231103,190.4543412,1588.865786,179.7838085,,,,,,,,
334,1578.302776,191.8155157,1588.469208,180.4526568,,,,,,,,
335,1578.241091,192.3233546,1587.786347,181.1252361,,,,,,,,
336,1578.045573,192.8429546,1587.493204,181.4057988,,,,,,,,
337,1578.271079,193.3363516,1586.57506,182.1125169,,,,,,,,
338,1578.063083,194.2605495,1585.957736,182.6536578,,,,,,,,
339,1577.68736,195.5231695,1585.503417,183.0221458,,,,,,,,
340,1577.520559,196.2654983,1585.29614,183.3617108,,,,,,,,
341,1576.899772,197.6439247,1584.507656,184.036719,,,,,,,,
342,1576.757818,198.6337899,1583.693453,185.0098151,,,,,,,,
343,1576.410521,199.8062948,1582.669073,186.2659825,,,,,,,,
344,1575.898616,201.9910842,1582.065379,186.9117388,,,,,,,,
345,1575.786816,202.9935863,1581.309456,187.7478532,,,,,,,,
346,1575.831491,203.6004366,1580.751116,188.8160094,,,,,,,,
347,1575.745165,205.183335,1580.329228,189.3435944,,,,,,,,
348,1575.499935,206.2310957,1579.692255,190.6181486,,,,,,,,
349,1575.545372,206.7134329,1579.135332,191.2968961,,,,,,,,
350,1575.645049,207.3625744,1578.451231,192.1632868,,,,,,,,
351,1575.891982,208.4288875,1577.901097,193.2189828,,,,,,,,
352,1576.218701,209.7712648,1577.543394,194.4334003,,,,,,,,
353,1576.742914,211.2414135,1576.869655,195.8225858,,,,,,,,
354,1577.548337,212.1738233,1576.500413,196.4410544,,,,,,,,
355,1577.922349,213.0166906,1576.418536,197.4534813,,,,,,,,
356,1578.41969,214.3791223,1576.276737,198.2122739,,,,,,,,
357,1578.479637,215.2190785,1575.958481,199.3745112,,,,,,,,
358,1578.823205,216.214702,1575.921638,200.6662833,,,,,,,,
359,1579.191814,216.9409673,1575.877617,201.42785,,,,,,,,
360,1579.658959,217.7967791,1575.784137,202.2532564,,,,,,,,
361,1579.936092,218.1635063,1575.720075,203.0584616,,,,,,,,
362,1580.139005,219.3777869,1575.720005,204.0587812,,,,,,,,
363,1580.244099,220.2428173,1575.520768,205.4785386,,,,,,,,
364,1580.69146,221.478716,1575.61986,206.8991982,,,,,,,,
365,1580.562925,222.1616062,1576.119866,207.1791426,,,,,,,,
366,1580.619295,223.4981324,1576.115258,208.4221776,,,,,,,,
367,1580.518804,224.8765169,1576.265007,209.7940868,,,,,,,,
368,1580.606081,226.1907167,1576.37435,211.4552455,,,,,,,,
369,1581.019007,227.0970364,1576.711438,212.9609251,,,,,,,,
370,1580.999134,227.8246962,1576.765054,213.9809157,,,,,,,,
371,1581.060245,228.4458835,1576.678991,214.3764965,,,,,,,,
372,1580.591354,229.8115856,1577.077706,215.1760718,,,,,,,,
373,1580.306338,230.2620091,1577.144975,215.7470682,,,,,,,,
374,1579.902788,230.6783993,1577.20924,216.3844495,,,,,,,,
375,1579.206651,230.986791,1577.600169,217.6246269,,,,,,,,
376,1578.54895,231.6343834,1577.795829,218.7052662,,,,,,,,
377,1577.879171,232.4987477,1577.958043,219.4790012,,,,,,,,
378,1577.026134,233.78972,1578.300773,220.6861284,,,,,,,,
379,1576.810476,234.0969176,1578.406322,222.0765571,,,,,,,,
380,1576.198175,234.8660176,1578.335629,222.4617504,,,,,,,,
381,1575.199488,236.1241203,1578.120351,223.3890138,,,,,,,,
382,1574.356847,237.2372968,1578.042513,224.221668,,,,,,,,
383,1573.696928,237.6389239,1578.36157,224.7943407,,,,,,,,
384,1572.707472,238.2178487,1578.330583,225.390471,,,,,,,,
385,1571.294032,239.0820729,1578.491395,225.7600999,,,,,,,,
386,1570.229604,239.6546912,1578.015245,226.6316993,,,,,,,,
387,1569.856151,240.0438427,1577.418527,227.7212501,,,,,,,,
388,1569.577805,240.203778,1577.083738,228.8105294,,,,,,,,
389,1568.492137,240.9715605,1576.447701,230.1535805,,,,,,,,
390,1567.802269,241.6668837,1575.94615,230.8597426,,,,,,,,
391,1566.920914,241.961581,1575.961827,231.099521,,,,,,,,
392,1566.55168,242.4065054,1575.67894,231.9580158,,,,,,,,
393,1565.021284,242.9172393,1574.963615,233.6599498,,,,,,,,
394,1563.760819,243.4888901,1574.791172,233.9861648,,,,,,,,
395,1563.543542,243.6196304,1574.455267,234.5905119,,,,,,,,
396,1563.315465,243.8957993,1573.778626,235.7239847,,,,,,,,
397,1563.764199,243.8099928,1573.524231,236.1450717,,,,,,,,
398,1563.463313,244.0446556,1572.824316,237.2447717,,,,,,,,
399,1563.268572,244.1938152,1572.102037,238.294393,,,,,,,,
400,1562.701767,244.6193063,1571.841975,238.4091368,,,,,,,,
401,1562.594364,244.8064022,1571.251706,239.0470594,,,,,,,,
402,1562.537949,244.8235849,1571.068716,239.618297,,,,,,,,
403,1562.576449,244.9589456,1570.913419,239.6217599,,,,,,,,
404,1562.603273,244.8804768,1570.598561,239.9629837,,,,,,,,
405,1562.710539,244.912322,1570.743724,240.0053841,,,,,,,,
406,1563.01134,244.9592964,1570.686235,240.3288822,,,,,,,,
407,1563.182059,245.1996524,1570.603065,240.7635933,,,,,,,,
408,1563.369366,245.4250505,1570.391427,240.6505514,,,,,,,,
409,1564.085961,245.8090356,1570.6087,240.0053615,,,,,,,,
410,1564.348352,245.7606416,1570.932063,240.0723268,,,,,,,,
