position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,,,,
78,1592.97994,99.14745537,1597.692514,89.85677485,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
79,1593.116944,99.47848293,1597.645093,90.02733949,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
80,1593.116855,99.47851734,1597.64511,90.02741779,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
81,1592.918786,99.60002789,1597.50208,90.28458771,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
82,1592.999361,99.34217461,1597.753449,90.02950746,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
83,1593.099959,99.23300529,1597.809719,89.69613142,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
84,1593.65042,98.63009114,1597.815981,89.44303262,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
85,1593.61733,98.65505033,1597.865582,89.34933937,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
86,1593.353595,98.78806622,1597.801186,89.45850969,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
87,1593.431749,98.81061559,1597.799392,89.42063609,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
88,1593.461449,98.74500831,1597.871419,89.30826635,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
89,1593.46105,98.74508466,1597.871599,89.30860812,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
90,1593.482492,98.72799768,1597.853165,89.24112034,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
91,1593.158238,98.90170524,1597.989894,89.06999672,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
92,1593.155398,98.90237531,1597.990627,89.07345103,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
93,1593.292882,99.25895307,1597.841166,89.2346987,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
94,1593.218402,99.37391811,1597.805919,89.29275969,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
95,1593.218341,99.3742812,1597.805592,89.29325617,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
96,1593.097756,99.39759454,1597.592985,89.60793096,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
97,1593.179995,99.38332586,1597.569395,89.66196855,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
98,1593.181317,99.38741686,1597.564737,89.66583785,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
99,1593.255426,99.29706015,1597.574274,89.64191898,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
100,1593.258946,99.28580372,1597.582922,89.62567528,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
101,1593.188212,99.36908832,1597.57827,89.63864213,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
102,1593.185014,99.37861546,1597.571009,89.65248278,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
103,1593.114441,99.21177699,1597.67781,89.4871831,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
104,1593.124491,99.25020156,1597.614956,89.80522458,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
105,1593.198868,99.14594168,1597.762647,89.49331523,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
106,1593.127618,99.22791887,1597.747207,89.47856277,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
107,1593.102881,99.2880839,1597.516531,89.72604428,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
108,1593.147535,99.3719267,1597.537641,89.84311263,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
109,1593.146142,99.37372732,1597.536835,89.84592593,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
110,1593.187219,99.41119822,1597.530113,89.84888913,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
111,1593.049861,99.43582483,1597.496411,89.5386929,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
112,1593.12671,99.42162912,1597.574032,89.45555713,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
113,1593.062615,99.40785376,1597.515775,89.49520902,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
114,1593.125002,99.41729611,1597.515338,89.49700864,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
115,1593.09618,99.30141016,1597.400919,89.54508886,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
116,1593.137902,99.33589268,1597.401083,89.54254329,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
117,1593.275196,99.37229283,1597.390515,89.55009658,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
118,1593.348352,99.47981601,1597.372118,89.57336376,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
119,1593.289269,99.52691901,1597.788176,89.45670695,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
120,1592.8228,99.67121998,1597.697346,89.50341237,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
121,1592.857056,99.72541725,1597.355898,89.64601649,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
122,1592.908549,100.2761899,1597.188389,90.04813442,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
123,1592.799289,99.66214038,1597.374942,89.87642317,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
124,1592.690567,99.89495129,1597.232286,89.75340615,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
125,1592.530909,100.4260027,1597.002215,90.08521418,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
126,1592.522191,100.4499921,1596.914746,90.17343411,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
127,1592.360528,100.4283965,1596.81479,90.47360724,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
128,1592.245514,100.5763087,1596.610249,90.77376934,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
129,1592.162622,100.8433587,1596.556903,90.93561922,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
130,1591.879652,101.1576135,1596.520314,91.04434651,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
131,1591.769392,101.4822264,1596.385517,91.3916281,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
132,1592.007256,101.4704577,1596.433084,91.62472785,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
133,1591.71764,101.6809181,1596.383235,91.81274421,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
134,1591.716569,101.6823775,1596.382691,91.81438756,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
135,1591.623908,101.7764936,1596.462898,92.0139043,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
136,1591.468928,102.6884133,1596.04105,92.9861326,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
137,1591.354513,102.2604544,1596.116975,92.75320827,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
138,1591.040897,102.8331007,1596.043191,93.04384618,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
139,1591.243736,102.8234115,1596.284776,92.67557316,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
140,1591.225217,102.9991339,1596.079879,92.87101097,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
141,1591.183491,103.0003217,1596.053567,93.14841054,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
142,1591.253387,103.0121795,1596.066493,93.27483525,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
143,1591.395886,102.9162319,1595.854999,93.60963813,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
144,1591.618057,102.9315193,1595.90855,93.28389301,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
145,1591.320483,103.4091026,1595.73407,93.58684159,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
146,1591.013316,103.724924,1595.680004,93.70826122,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
147,1590.926951,103.8511034,1595.65928,94.1076662,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
148,1591.061096,103.7866674,1595.603042,94.23735777,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
149,1591.424105,104.0251975,1595.575818,94.0855517,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
150,1591.47033,104.0015908,1595.594927,94.17709756,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
151,1591.62276,103.9089601,1595.281473,94.31022895,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
152,1591.634163,103.8996132,1595.269912,94.37940108,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
153,1591.727314,104.4340986,1595.276501,95.09945306,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
154,1591.71648,104.2908453,1595.297367,95.03590469,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
155,1591.781245,104.2836499,1595.278445,94.96294861,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
156,1591.756785,104.697041,1595.029635,95.31912522,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
157,1591.758394,104.702149,1594.965656,95.32926816,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
158,1591.678688,104.8694931,1594.91011,95.14820934,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
159,1591.80732,105.1629509,1594.840053,95.51567319,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
160,1591.776752,105.5220615,1594.802791,95.6190056,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
161,1591.790001,105.9961872,1595.016144,95.86028758,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
162,1591.864685,105.9397279,1595.081813,95.81179051,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
163,1591.983453,105.8536388,1595.169775,95.78141915,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
164,1592.054335,105.7070161,1595.137095,95.45162704,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
165,1591.883871,105.8919584,1595.086118,95.21147888,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
166,1591.675457,106.8182387,1594.893754,95.80185978,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
167,1591.62873,107.2487696,1594.851105,95.72800448,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
168,1591.291651,108.2608514,1594.750754,96.28241368,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
169,1591.289795,108.4961017,1594.896513,96.13335729,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
170,1590.34741,109.6924263,1594.716231,96.88573318,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
171,1589.918175,110.2551703,1594.757548,96.9809292,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
172,1589.84058,110.0619977,1595.04662,96.56042905,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
173,1589.478884,110.3432487,1594.787074,96.6979013,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
174,1589.106187,110.9790301,1594.848303,96.63860197,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
175,1588.538558,111.4282723,1595.002642,96.30373903,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
176,1588.229378,111.7937103,1594.799963,96.59205216,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
177,1587.804605,112.2915564,1594.377615,97.35430057,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
178,1587.815651,112.5485955,1594.783082,97.25520603,1702.8,132.6838951,1666.411104,176.0773298,1716.196629,154.8820225,1740.338327,209.8233458,,,,
