position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6
118,1565.807692,53.57692308,1571.44,44.44,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
119,1566.142857,54.10714286,1571,44.5,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
120,1566.5,54.6666667,1571.153846,44.53846158,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
121,1566.818182,54.87878788,1570.206897,44.89655172,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
122,1567.40625,55.3125,1570.384615,45.1923077,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
123,1567.911765,55.35294118,1569.5,45.5,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
124,1567.96875,55.53125,1569.538462,45.57692308,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
125,1568.5,56.26666667,1569,46.03846154,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
126,1568.941176,57.02941176,1568.166667,46.25,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
127,1569.758621,57.5862069,1568,46.53846154,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
128,1569.935484,57.96774194,1567.75,46.75,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
129,1570.518519,58.51851852,1567.416667,47,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
130,1571,59.21875,1567.73913,47.08695652,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
131,1571.103448,59.62068966,1567.521739,47.69565217,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
132,1571.142857,60.03571429,1567.518519,48.37037037,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
133,1571.535714,60.89285714,1567.565217,48.60869565,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
134,1571.888889,61.40740741,1567.875,49.125,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
135,1572.12,62.32,1567.666667,49.70833333,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
136,1572.392857,63.46428571,1567.666667,50.55555556,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
137,1572.586207,64.17241379,1567.846154,51.23076923,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
138,1572.777778,65.33333333,1567.875,51.79166667,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
139,1573,65.5,1567.666667,52.55555556,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
140,1573.357143,66.89285714,1567.730769,53.30769231,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
141,1573.833333,67.9,1567.777778,53.77777778,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
142,1573.766667,68.06666667,1567.807692,54.46153846,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
143,1573.892857,68.46428571,1568.038462,54.84615385,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
144,1573.866667,68,1568.153846,55.84615385,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
145,1573.9,68.23333333,1568.59375,56.03125,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
146,1574,68.44444444,1568.62069,56.68965517,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
147,1574.551724,68.96551724,1568.645161,56.96774194,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
148,1575.071429,69.57142857,1568.785714,57.5,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
149,1575.071429,69.57142857,1568.903226,58.16129032,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
150,1575.517241,69.89655172,1569.033333,58.86666667,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
151,1576.172414,70.68965517,1569.5,59.5,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
152,1576.592593,70.62962963,1569.703704,59.88888889,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
153,1577.09375,71.09375,1569.653846,60.57692308,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
154,1577.424242,71.93939394,1569.827586,61.27586207,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
155,1578.137931,72.48275862,1570.233333,62,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
156,1578.741935,73.19354839,1570.419355,62.48387097,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
157,1579.366667,73.73333333,1570.709677,63.12903226,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
158,1579.6875,73.625,1571.090909,63.54545455,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
159,1579.941176,73.64705883,1571.678571,64.03571431,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
160,1579.939395,73.424243,1572.218751,64.4687513,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
161,1580.199634,73.13186078,1573.044944,65.60373191,1780.655431,51.29338327,1635.781701,8.268057785,1548.507022,64.96769663,1702.036517,56.53932584,1690.748315,21.28314607
