position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,,,,,,,,,,,,
25,1095.690874,16.94797947,1091.525376,11.30703276,1119.597378,8.732209738,1074.4,4.8,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
26,1095.690873,16.94797893,1091.525375,11.3070307,1119.597378,8.732209738,1074.25,5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
27,1095.690873,16.94797893,1091.525375,11.3070307,1119.597378,8.732209738,1074,5.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
28,1095.644926,17.0144675,1091.5251,11.30234685,1119.597378,8.732209738,1074,5.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
29,1096.26198,17.44481582,1092.271399,12.6570799,1119.597378,8.732209738,1074,6,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
30,1096.135739,17.47572826,1092.283346,12.51926115,1119.597378,8.732209738,1074,5.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
31,1095.588834,17.01713161,1092.183606,12.57103959,1119.597378,8.732209738,1074,6.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
32,1094.852961,16.78339592,1092.134958,12.15178062,1119.597378,8.732209738,1074,6.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
33,1094.540925,16.85957815,1092.013408,12.20496997,1119.597378,8.732209738,1074,6.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
34,1094.252185,17.40968316,1092.113442,12.35157345,1119.597378,8.732209738,1074,6.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
35,1094.190421,17.55539299,1092.121196,12.36935671,1119.597378,8.732209738,1073,7.5,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
36,1093.846282,17.57315214,1091.888298,12.07428441,1119.597378,8.732209738,1073,8,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
37,1093.913794,17.83401458,1091.897226,12.1593634,1119.597378,8.732209738,1073,8,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
38,1093.608841,17.96996608,1091.895602,12.12386459,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1119.430712,13.53558052,,,,,,,,,,,,
39,1093.286746,17.21606269,1091.385147,10.92659645,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1073,8.5,,,,,,,,,,,,
40,1093.333373,17.16697812,1091.333582,10.66728983,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1073,8.5,,,,,,,,,,,,
41,1092.999785,17.50318055,1091.336438,10.67399589,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
42,1092.999893,17.50161627,1091.232307,10.54200664,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
43,1092.846154,17.76923145,1091.357143,10.64285905,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
44,1092.363637,18.18183021,1091.250005,10.75002653,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
45,1092.230767,18.61548409,1091.230809,10.53866925,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
46,1092.23076,18.61580891,1091.250183,10.75092237,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
47,1092.181818,19.0909091,1091.25,10.75000001,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
48,1091.923077,19.46153856,1091.25,10.75000028,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
49,1092.083333,19.33333336,1091.25,10.75000008,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
50,1091.785713,19.64286162,1091.230772,11.00001094,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
51,1091.5,20,1091.25,10.75,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
52,1091.5,20,1091.25,10.75,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
53,1091.5,20,1091.25,10.75,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
54,1091.5,20,1091.25,10.75,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
55,1091.5,20,1091.25,10.75,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
56,1091.5,20,1091.363636,10.90909091,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
57,1091.5,20,1091.25,10.75,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
58,1091.5,20,1091.25,10.75,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
59,1091.5,20,1091.363636,10.90909091,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
60,1091.538461,19.76923191,1091.25,10.75000279,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
61,1091.538461,19.76923191,1091.25,10.75000279,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
62,1091.5,19.64285742,1091.25,10.75000078,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
63,1091.461538,19.84615385,1091.142857,11.14285714,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
64,1091.499999,19.6428601,1091.250001,11.08334105,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
65,1091.499997,19.6428721,1091.230774,11.307727,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
66,1091.499963,19.21435232,1091.142905,11.85729755,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
67,1091.49984,19.21456623,1091.250224,12.08405982,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
68,1091.615366,19.00003473,1091.250027,12.08342581,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
69,1091.615232,19.0003064,1091.143066,12.50063998,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
70,1091.500961,19.49529097,1091.537772,13.7650429,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
71,1091.500739,19.49599218,1091.537935,13.76580679,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
72,1091.499478,19.4991377,1091.500373,13.92906558,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
73,1091.296179,19.50283931,1091.502413,13.9350813,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
74,1091.296156,19.50286418,1091.502427,13.93512407,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
75,1091.296156,19.50286419,1091.502427,13.93512409,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
76,1091.277368,19.34813811,1091.381264,13.67397767,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
77,1090.769875,19.51053278,1091.396881,13.72517272,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
78,1090.782121,19.50248071,1091.233835,13.62316742,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
79,1090.782683,19.50209455,1091.233357,13.62195939,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
80,1090.343833,19.9714427,1091.269536,13.94147268,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
81,1090.090857,20.36367446,1091.083356,14.08345923,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
82,1089.832664,20.50046614,1091.083614,14.08486031,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
83,1089.831938,20.50097178,1090.929158,14.21694013,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
84,1088.733184,21.25940649,1090.933625,15.42735706,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
85,1088.747894,21.33492244,1090.928152,15.14780864,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
86,1088.767247,21.61682281,1090.916745,14.92156056,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
87,1088.394133,21.9165459,1090.922155,15.29169681,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
88,1088.38337,21.92454772,1090.666119,15.25394868,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
89,1087.691587,22.46199498,1090.461394,15.84776271,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
90,1087.1641,22.97777003,1089.907205,16.68633697,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
91,1087.283886,23.07362568,1089.768358,16.08255333,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
92,1086.69192,23.46172976,1089.562423,16.75076084,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
93,1086.168375,23.83264102,1089.428163,17.21273562,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
94,1085.839342,24.40995965,1089.288786,17.48925254,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
95,1086,24.38461539,1089.357143,16.8571429,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
96,1085.458598,25.26970741,1088.833735,18.16076459,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
97,1085.615349,25.30775119,1088.999934,17.80017285,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
98,1085.6152,25.30799952,1088.817896,18.00078765,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
99,1085.832062,25.33586148,1088.90684,18.45992088,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
100,1085.581319,25.58465342,1088.544959,18.82288665,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
101,1085.272205,25.91049211,1088.460002,19.38747793,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
102,1085.298802,26.16536022,1088.453653,19.40902747,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
103,1084.863372,26.67440739,1088.290058,19.41989923,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
104,1084.781817,26.86041181,1088.179181,19.92045045,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
105,1084.623485,27.29419138,1087.891395,20.76687732,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
106,1084.454067,27.90965855,1087.384251,21.30894367,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
107,1084.614577,28.00116318,1087.399287,21.46897191,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
108,1084.462872,28.40595299,1087.495365,21.18156934,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
109,1084.499996,29.00000565,1087.461535,21.53847577,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
110,1084.499942,29.0000782,1087.272673,21.90930803,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
111,1084.249987,29.41670996,1087.499955,22.1667533,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
112,1084.09059,29.54634755,1087.110207,22.22426926,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
113,1083.999989,30.00002214,1086.833315,23.16671571,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
114,1083.916572,30.25019722,1086.833172,23.16709025,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
115,1083.919551,30.46968222,1086.577658,23.43298136,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
116,1083.818181,30.90909144,1086.666666,23.58333472,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
117,1083.749941,31.16677011,1086.499928,24.00023869,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
118,1083.749998,31.33335356,1086.384596,24.23080741,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
119,1083.636362,31.90909316,1086.461537,24.61538998,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
120,1083.332569,32.58629328,1085.815915,25.36941831,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
121,1083.198126,32.67290979,1085.812409,25.37835843,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
122,1082.999996,33.30770142,1085.583326,25.66668948,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
123,1082.71406,33.35755904,1085.49969,26.00102956,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
124,1082.464376,33.84090295,1085.287924,26.56381857,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
125,1082.08333,34.33334319,1085.333323,26.91668814,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
126,1082.090796,34.54577217,1085.153619,27.07744276,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
127,1081.499999,35.16666773,1085.181817,27.36363939,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
128,1081.466594,35.40011403,1084.846053,27.69259864,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
129,1081.453088,35.42128557,1084.675291,28.43096142,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
130,1081.399511,35.66883818,1084.451825,28.55039243,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
131,1081.331468,36.1690953,1084.306339,29.15884962,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
132,1080.844675,36.69575297,1084.330107,29.17335357,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
133,1080.53845,37.30770987,1083.999983,29.58337798,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
134,1080.578482,37.6757987,1083.811438,30.01854636,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
135,1080.451818,37.92762685,1083.691697,30.55741174,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
136,1080.302021,38.16107261,1083.379994,31.32333283,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
137,1079.865814,38.6703568,1083.379988,31.39197831,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
138,1079.846042,38.92317653,1083.357078,31.42883937,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
139,1079.499993,39.50001109,1083.466656,31.4000232,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
140,1079.583222,39.66687646,1083.356984,31.57179458,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
141,1079.5,40.50000037,1083.5,32.00000102,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
142,1079.499992,40.50001343,1083.181803,32.36367491,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
143,1079.75,40.91666667,1082.818182,32.72727273,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
144,1079.857137,41.35715572,1082.499992,33.50003,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
145,1079.863686,41.80736301,1082.457129,33.86170361,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
146,1079.8,42.20000002,1082.461538,33.84615392,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
147,1079.933333,42.4000013,1082.384615,34.23077283,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
148,1080.142857,42.21428672,1082.357142,34.42857396,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
149,1080.49976,42.5020384,1081.768498,35.15748785,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
150,1080.749936,43.0825836,1081.400169,36.19935052,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
151,1080.916471,43.83064963,1081.166953,37.33108705,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
152,1081.002003,43.22507784,1081.243912,36.94351176,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
153,1081.083683,43.91704045,1081.210284,37.527181,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
154,1081.217213,44.25379209,1081.162436,37.85206347,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
155,1081.364241,44.81579027,1081.094821,38.33217833,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
156,1081.365651,44.82035505,1081.149055,38.60348508,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
157,1081.36565,44.82035328,1081.149056,38.60348302,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
158,1081.372875,44.83339691,1081.295274,38.96852775,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
159,1081.372873,44.83339179,1081.295276,38.9685217,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
160,1081.289576,45.22340638,1081.290933,38.48585152,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
161,1081.299034,45.24750428,1081.320604,38.7256357,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
162,1081.416852,46.08250416,1081.437364,39.06198244,1119.597378,8.732209738,1125.134831,25.07865169,1121.329588,12.62546816,1171.876404,30.97191011,,,,,,,,,,,,
