position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,,
25,1580.625,50.70833334,1582.565217,37.73913046,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
26,1580.391304,50.82608696,1582.333333,38.52380952,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
27,1580.36,50.92000002,1582.583333,39.12500006,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
28,1580.24,51.28000056,1582.863636,39.4545471,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
29,1580.192288,52.0769681,1582.919989,40.04009145,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
30,1580.076923,52.57692344,1583,40.03846245,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
31,1580.041667,53.25000001,1583.086957,40.52173916,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
32,1579.879998,53.40000201,1582.72,41.40000508,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
33,1579.333333,54.33333335,1583,41.81818187,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
34,1579.399999,55.16000153,1582.95238,42.66667032,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
35,1579.481481,55.92592606,1582.875,43.45833367,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
36,1579.481481,56.92592593,1582.68,43.80000002,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
37,1579.28,57.8,1582.625,44.70833334,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
38,1579.464286,58.71428572,1582.625,45.70833334,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
39,1579.888889,59.96296296,1582.56,46.2,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
40,1580.107143,60.60714286,1582.45,47.20000001,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
41,1580.1,61.53333335,1582.47619,47.52380957,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
42,1580.241379,62.31034483,1582.380952,48.33333334,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
43,1580.428571,62.67857144,1582.086957,48.52173915,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
44,1580.931034,63.2758621,1581.826087,49.60869573,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
45,1581.793103,63.96551724,1581.730769,50.07692308,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
46,1581.965517,64.06896553,1581.428571,50.53571431,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
47,1582.516129,64.38709677,1581.269231,51.07692308,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
48,1582.733333,64.7,1580.961538,51.34615385,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
49,1582.862069,65.34482762,1580.777778,51.925926,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
50,1583.242424,66.00000003,1580.653846,52.73076931,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
51,1583.4,66.3000001,1580.62963,53.18518542,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
52,1584.151515,67.12121218,1580.692308,54.0384617,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
53,1584.333334,67.45454565,1580.592593,54.88888953,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
54,1584.806453,68.3548426,1580.551726,56.03449037,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
55,1585.5625,69.46875006,1580.678571,56.42857155,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
56,1586.09375,70.125,1580.888889,56.77777778,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
57,1586.411765,70.85294121,1580.814815,57.51851863,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
58,1586.941176,71.26470589,1580.888889,58.11111115,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
59,1587.636364,71.39393947,1581.214286,59.1071431,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
60,1588.264706,72.50000018,1581.481482,59.85185227,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
61,1588.606061,72.96969702,1581.571429,60.82142869,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
62,1589.242424,73.75757576,1581.933333,61.03333335,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
63,1589.542857,74.20000003,1582.291667,61.70833341,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
64,1589.90625,74.9687503,1582.814815,62.81481555,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
65,1590.514287,75.85714432,1583.285716,63.57143257,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
66,1590.533334,76.36666705,1583.448276,64.48275962,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
67,1591.5625,77.75,1583.482759,64.5862069,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
68,1591.121212,77.81818185,1583.774194,65.22580652,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
69,1591.3125,78.53125002,1584.2,65.83333339,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
70,1591.65625,79.03125002,1584.433333,66.33333337,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
71,1591.677419,79.25806453,1585,66.89285717,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
72,1591.878788,79.96969784,1585.666668,67.42424375,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
73,1592.028572,80.51428763,1586.071431,68.00000425,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
74,1592.294118,80.61764946,1586.500002,68.50000391,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
75,1592.375001,81.18750971,1586.83872,68.74194952,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
76,1592.193548,81.51612954,1587.411765,69.50000077,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
77,1592.133333,82.56666667,1587.411765,69.50000001,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
78,1592.129032,83.4516129,1587.485714,69.4,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
79,1592.034483,84.31034483,1587.588235,69.5,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
80,1591.935484,84.70967742,1588.142857,69.94285714,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
81,1591.793103,85.4137931,1588.485714,70.4,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
82,1591.515152,85.72727273,1588.764706,70.67647059,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
83,1590.9375,87.25,1589.212121,71.21212121,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
84,1590.225806,88.70967742,1589.382353,71.79411765,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
85,1590.03125,89.1875,1589.484848,72.33333333,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
86,1589.586207,90.34482759,1589.882353,72.82352941,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
87,1589.4,91.2,1590.333333,73.45454545,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
88,1589.466667,91.26666667,1590.794118,74.88235294,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
89,1589.241379,91.75862069,1590.861111,75.22222222,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
90,1588.903226,92,1591.138889,76.30555556,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
91,1588.903226,92,1591.21875,76.5625,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
92,1588.793103,92.13793103,1591.323529,76.85294118,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
93,1588.866667,91.96666667,1591.941176,77.17647059,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
94,1588.866667,91.96666667,1591.914286,77.05714286,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
95,1588.787879,92.75757576,1592.054054,77.24324324,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
96,1588.787879,93.18181818,1592.25,77.22222222,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
97,1588.71875,93.84375,1592.243243,77.2972973,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
98,1588.6875,94.03125,1592.606061,77.60606061,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
99,1588.655172,94.31034483,1592.878788,78,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
100,1588.866667,94.63333333,1593.514286,78.14285714,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
101,1588.821429,94.75,1593.9,78.53333333,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
102,1588.806452,95,1594.314286,79.17142857,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
103,1588.655172,95.31034483,1594.533333,79.3,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
104,1588.71875,94.84375,1594.677419,79.5483871,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
105,1588.71875,94.84375,1595.363636,80.72727273,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
106,1588.71875,94.84375,1595.6875,81.5,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
107,1588.71875,94.84375,1595.69697,82.09090909,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
108,1588.931034,94.5862069,1595.766667,82.4,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
109,1588.931034,94.5862069,1596.117647,83.05882353,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
110,1589,94.46428576,1595.833333,83.26666673,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
111,1589.172414,94.44827594,1596.096774,83.70967752,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
112,1589.333333,94.36666678,1596.060606,83.96969711,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
113,1589.40625,95.12500001,1596.125,84.09375001,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
114,1589.264706,95.70588237,1596.125,84.09375003,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
115,1589.212121,95.84848485,1596.6,84.25714286,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
116,1589.068966,96.4137931,1596.764706,84.02941176,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
117,1588.923077,97.26923077,1596.78125,84.15625,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
118,1588.551724,98,1596.848485,84.09090909,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
119,1588.275862,98.34482759,1597,84.6875,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
120,1588.16129,99.06451613,1597.30303,85.96969697,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
121,1588.193548,99.4516129,1597.193548,85.87096774,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
122,1588.035714,100.3928571,1597.193548,86.48387097,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
123,1587.965517,100.6896552,1597,87,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
124,1587.6875,101.9375,1596.862069,87.5862069,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
125,1587.575758,102.7272727,1596.424242,88.33333333,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
126,1587.454545,103.1515152,1596.40625,88.1875,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
127,1587,103.7575758,1596.344828,88.68965517,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
128,1586.96875,104.1875,1595.8,89.43333333,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
129,1586.833333,105.1666667,1595.466667,89.9,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
130,1586.903226,105,1595.0625,90.28125,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
131,1586.875,104.9375,1594.785714,90.85714286,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
132,1586.9,104.6333341,1593.965516,92.1379324,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
133,1586.870958,104.8064741,1593.678547,92.50003879,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
134,1586.709676,105.451615,1593.419353,93.00000387,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
135,1586.290316,106.7096888,1592.966657,93.600021,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
136,1586.225789,107.4839261,1592.806403,94.12911137,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
137,1586.093749,107.8750016,1592.592591,94.92592917,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
138,1586.068535,107.9275174,1592.132898,95.86530984,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
139,1586.047866,108.4834625,1592.045418,96.07460213,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
140,1585.914284,109.2571527,1591.999989,96.33335006,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
141,1585.906249,110.0625045,1591.428567,97.00000814,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
142,1585.555554,111.0833383,1591.034478,97.75863067,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
143,1584.724136,112.3448358,1590.448269,98.68966795,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
144,1584.35294,113.2647113,1590.107138,99.57143917,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
145,1584.034483,113.8965518,1589.961538,100.0000002,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
146,1583.888889,114.7037037,1589.428571,100.8928571,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
147,1583.607143,116.1071429,1589.1,101.8666667,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
148,1583.5,117.5,1589.076923,102.2307692,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
149,1583.423077,118.0769231,1588.740741,103.1851852,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
150,1582.962963,119.4444444,1588.586207,103.6206897,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
151,1582.769231,119.6538462,1588.344828,104.2068966,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
152,1582.458333,120.3333333,1587.9,104.9,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
153,1582.384615,120.7307692,1587.5,105.6071429,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
154,1582.407407,121.0000001,1586.896552,107.0344829,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
155,1582.407406,121.0000136,1586.607133,107.9643068,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
156,1582.249963,120.9288101,1586.386949,108.6454835,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
157,1582.184255,121.0798807,1586.341268,109.2141233,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
158,1582.172281,121.5121973,1585.80215,110.3829483,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
159,1582.173582,121.6645916,1585.613857,111.3639424,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
160,1582.136789,122.2476972,1585.5205,112.1113931,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
161,1582.148002,122.5695661,1585.911266,112.0841523,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
162,1582.016017,124.2604351,1586.034936,112.7529006,1729.921348,49.78651685,1640.057584,34.47331461,1684.900281,27.625,1681.230337,19.97003745,1751.342697,40.04494382,,
