position,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4
0,1547.888888888889,16.88888888888889,1547.0,11.5,1556.2222222222222,4.444444444444446,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
1,1547.4499922180833,18.099846519847645,1547.1538450349312,11.384554660553018,1557.0476190476188,5.19047619047619,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
2,1547.6818049315839,18.318031582884004,1547.1538445456015,11.384554030720565,1556.9545454545453,5.09090909090909,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
3,1548.142854764809,18.666662191384173,1546.7500022630277,11.916665297687642,1556.8999999999996,4.899999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
4,1548.1428549700647,18.66666262088385,1546.9230790352663,11.84615256622535,1556.8499999999997,4.949999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
5,1548.3913047647168,18.6521742008387,1546.9333331423954,12.266668188789458,1556.736842105263,4.842105263157894,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
6,1548.6666674838625,19.041669273929784,1547.0666686401817,12.600009037934086,1556.7999999999997,5.149999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
7,1548.6190477756008,19.33333339206635,1546.7499999491617,12.812500462425458,1556.7999999999997,5.149999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
8,1548.391305039198,19.652174457046524,1547.199999585662,13.333335924421586,1556.6999999999996,5.049999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
9,1548.5600164216555,19.68001315781763,1547.4999855248714,13.500063074644144,1556.7142857142853,4.952380952380952,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
10,1548.6666712732656,19.87500625064419,1547.4999988470252,13.50002613574571,1556.7142857142853,4.952380952380952,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
11,1548.7722233597665,20.135252211617598,1547.500360919775,13.49949814093001,1556.5999999999997,4.849999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
12,1549.124793030828,20.707622457074887,1547.5000090417989,13.499684758334373,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
13,1549.1196883704774,21.11916245670753,1547.28575826237,14.07095451329296,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
14,1549.1536491393579,21.230058781863377,1547.3570880576797,14.285407528316938,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
15,1549.0866902431176,21.34639037597825,1547.499755068344,14.499414437038265,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
16,1548.7142853603882,21.999983898913253,1547.4999965008087,14.500006217991631,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
17,1548.384615399188,22.11537171230138,1547.4999978264052,14.500005484126365,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
18,1548.1481481474832,22.96296137094362,1547.7142855328907,14.571428108512972,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
19,1547.6000000508484,23.879999625558494,1547.4999999030151,15.500000150254683,1556.7777777777776,5.166666666666666,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
20,1547.4444444953285,24.48148123243988,1548.083333262801,15.749999959596632,1556.6999999999996,4.949999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
21,1547.3333333241171,24.58333175840737,1547.8750001442102,16.125000326348182,1556.6999999999996,4.949999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
22,1547.192307693299,24.923076897403895,1548.199999999213,16.000000050895167,1556.6999999999996,4.949999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
23,1547.0800000102474,25.47999991559138,1547.923076921493,16.307692272844,1556.631578947368,4.842105263157894,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
24,1547.160000005743,25.799999973725903,1547.9999999951217,16.6249999963188,1556.2941176470583,4.999999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
25,1546.7307692308025,26.57692307676298,1547.8666666666452,16.599999999966624,1556.473684210526,5.052631578947367,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
26,1546.3333333333326,27.296296296295044,1547.466666666665,17.133333333342097,1556.473684210526,5.052631578947367,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
27,1545.7407407407404,27.814814814814866,1547.7999999999997,17.266666666667135,1556.473684210526,5.052631578947367,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
28,1545.607142857143,28.10714285714265,1547.8125,17.37499999999994,1556.473684210526,5.052631578947367,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
29,1544.9999999999998,28.51851851851852,1547.9999999999998,17.500000000000018,1556.5263157894733,5.157894736842104,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
30,1544.6818181818178,28.72727272727272,1547.9411764705878,18.235294117647054,1556.4210526315787,4.999999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
31,1544.0476190476193,29.38095238095179,1547.9444444444446,18.55555555555536,1556.4210526315787,4.999999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
32,1543.8571428571424,29.42857142857138,1548.125,18.93750000000001,1556.4210526315787,4.999999999999999,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
33,1544.0000000000314,29.409090909025185,1548.5000000000066,19.49999999997883,1556.6842105263156,5.105263157894736,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
34,1543.73913043477,29.5217391304252,1548.4705882352764,19.882352941259658,1556.6842105263156,5.105263157894736,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
35,1544.0434782625,29.608695647914512,1548.4210526324791,20.157894735792386,1556.6666666666663,5.0555555555555545,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
36,1543.6249999991826,29.79166666757715,1548.4999999987554,20.50000000323506,1556.5882352941173,5.117647058823528,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
37,1543.7599999959716,29.680000003206366,1548.5555555522542,20.611111123479937,1556.5882352941173,5.117647058823528,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
38,1543.8260869564708,29.99999999998674,1548.4999999999322,21.000000000271697,1556.5555555555552,4.888888888888888,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
39,1543.2083333293797,30.291666669852084,1548.1578947324972,21.84210527507626,1556.5555555555552,4.888888888888888,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
40,1542.749999996598,30.291666669008258,1548.2499999969793,21.700000008284213,1556.9444444444441,5.11111111111111,1710.632277834525,-5.8621041879468825,1632.3882646691636,24.50436953807741
