SET,Treatment,Colony,Emigration,Leader,Follower,Time_Start,Time_Stop,Leaves_From,Arrives_at,Target,Success_or_Fail_or_Switch,BREAK_UP,X,Y,Nth_Tandem,Leader_Consist_Lead,Follower_Consist_Foll
1,Control,1_2,1,PGGY,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,2,1
1,Control,1_2,1,SAME,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,1
1,Control,1_2,1,PGGY,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,2
1,Control,1_2,1,BPGG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,4
1,Control,1_2,1,PGGY,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2,2
1,Control,1_2,1,RRPG,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,3,3
1,Control,1_2,1,PGGY,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,2
1,Control,1_2,1,GWWY,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,4
1,Control,1_2,1,SAME,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,4
1,Control,1_2,1,BPGG,GPBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,3,2
1,Control,1_2,1,SAME,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,4,2
1,Control,1_2,1,GWWY,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,2,3
1,Control,1_2,1,BBYG,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,4,4
1,Control,1_2,1,RWYG,RYGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,4,1
1,Control,1_2,1,GWWY,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,2,3
1,Control,1_2,1,YRGR,WGPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2,2
1,Control,1_2,1,RRPG,YRWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,3,3
1,Control,1_2,1,GWWY,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,2,4
1,Control,1_2,1,RWYG,BYGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4,3
1,Control,1_2,1,GWWY,PBYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2,2
1,Control,1_2,1,YRGR,BPWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2,1
1,Control,1_2,1,YPGW,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,4,2
1,Control,1_2,2,YPGW,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3
1,Control,1_2,2,YRWB,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4
1,Control,1_2,2,SAME,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4
1,Control,1_2,2,BPGG,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2
1,Control,1_2,2,YYYR,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4
1,Control,1_2,2,SAME,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4
1,Control,1_2,2,GPBY,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4
1,Control,1_2,2,YPGW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4
1,Control,1_2,2,BPGG,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,2
1,Control,1_2,2,SAME,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,4
1,Control,1_2,2,YRWB,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,4
1,Control,1_2,2,BPGG,WWGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,3
1,Control,1_2,2,GRYG,GBWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,2
1,Control,1_2,2,BPGG,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,4
1,Control,1_2,2,YPGW,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,4
1,Control,1_2,2,WGBB,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,4
1,Control,1_2,2,PWRP,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,4
1,Control,1_2,2,PWRP,RWBW,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,2
1,Control,1_2,2,WGBB,BYGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,3
1,Control,1_2,2,BBYG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,2
1,Control,1_2,2,RWYG,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,3
1,Control,1_2,2,WGBB,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,3
1,Control,1_2,2,GRYG,WBRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,3
1,Control,1_2,2,RWYG,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,4
1,Control,1_2,2,SAME,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4,3
1,Control,1_2,2,RWYG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,2
1,Control,1_2,2,SAME,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,4
1,Control,1_2,2,GRYG,BYFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,2
1,Control,1_2,2,BBYG,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,3
1,Control,1_2,2,BBYG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,4
1,Control,1_2,2,WWGY,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3,4
1,Control,1_2,2,BBYG,BYGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,3
1,Control,1_2,2,GRYG,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,3
1,Control,1_2,2,SAME,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,3
1,Control,1_2,2,BBYG,GBWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,4,2
1,Control,1_2,2,GRYG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,4
1,Control,1_2,2,BBYG,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4,3
1,Control,1_2,2,GRYG,WGPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,4,2
1,Control,1_2,2,WWGY,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3,4
1,Control,1_2,2,RRPG,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,3
1,Control,1_2,2,GRYG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4,4
1,Control,1_2,2,BBYG,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,4,4
1,Control,1_2,2,BBYG,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,4
1,Control,1_2,2,GRYG,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,3
1,Control,1_2,2,RRPG,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,4
1,Control,1_2,2,GWWY,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2,4
1,Control,1_2,2,SAME,PBYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,4,2
1,Control,1_2,2,WWGY,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,3,2
1,Control,1_2,2,GRYG,BYFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,4,2
1,Control,1_2,2,RWBW,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,4
1,Control,1_2,3,BPGG,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4
1,Control,1_2,3,BPGG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4
1,Control,1_2,3,SAME,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2
1,Control,1_2,3,YPGW,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
1,Control,1_2,3,BBYG,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
1,Control,1_2,3,BPGG,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3
1,Control,1_2,3,BPGG,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3
1,Control,1_2,3,SAME,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4
1,Control,1_2,3,GRYG,WGBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,3
1,Control,1_2,3,PWRP,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,4
1,Control,1_2,3,PWRP,RGYW,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,3
1,Control,1_2,3,YPGW,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,4
1,Control,1_2,3,RWYG,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,4
1,Control,1_2,3,YPGW,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,3
1,Control,1_2,3,YPGW,YRWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,3
1,Control,1_2,3,PGGY,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,4
1,Control,1_2,3,YPGW,YRWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,3
1,Control,1_2,3,PWRP,uncertain_XXXX,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
1,Control,1_2,3,SAME,WBRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,3
1,Control,1_2,3,SAME,WGRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,1
1,Control,1_2,3,RGYW,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,4
1,Control,1_2,3,YPGW,PYBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,1
1,Control,1_2,3,PGGY,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,4
1,Control,1_2,3,PGGY,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,4
1,Control,1_2,3,YPGW,YRWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4,3
1,Control,1_2,3,RGYW,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,4
1,Control,1_2,3,PGGY,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,2
1,Control,1_2,3,RGYW,WGBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,3
1,Control,1_2,3,YPGW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,4
1,Control,1_2,3,YPGW,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,4
1,Control,1_2,3,PGGY,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,2
1,Control,1_2,3,YRWB,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3,4
1,Control,1_2,3,PGGY,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,4
1,Control,1_2,3,YPGW,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,4,4
1,Control,1_2,3,PGGY,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,4
1,Control,1_2,3,YRWB,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3,4
1,Control,1_2,3,PGGY,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2,4
1,Control,1_2,3,WGBB,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,4,4
1,Control,1_2,3,PGGY,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2,4
1,Control,1_2,3,WWGY,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,4
1,Control,1_2,3,WGBB,PRPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4,2
1,Control,1_2,4,YPGW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4
1,Control,1_2,4,YPGW,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4
1,Control,1_2,4,YYYR,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4
1,Control,1_2,4,YPGW,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
1,Control,1_2,4,WGBB,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4
1,Control,1_2,4,YYYR,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4
1,Control,1_2,4,YPGW,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4
1,Control,1_2,4,RWYG,RRPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,1
1,Control,1_2,4,RGYW,WWGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,3
1,Control,1_2,4,YYYR,GBWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2
1,Control,1_2,4,YPGW,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,4
1,Control,1_2,4,WGBB,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,4
1,Control,1_2,4,SAME,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,4
1,Control,1_2,4,PGPP,BYGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,3
1,Control,1_2,4,GRYG,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,3
1,Control,1_2,4,RWYG,GPBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,2
1,Control,1_2,4,BBYG,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,4
1,Control,1_2,4,RWYG,YRGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,3
1,Control,1_2,4,RWYG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,4
1,Control,1_2,4,BBYG,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,1
1,Control,1_2,4,RWYG,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,4
1,Control,1_2,4,BBYG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,4
1,Control,1_2,4,RWYG,GBWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,2
1,Control,1_2,4,GPBY,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,4
1,Control,1_2,4,GPBY,WWGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,3
1,Control,1_2,4,RWYG,YPGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,3
1,Control,1_2,4,RRPG,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,1
1,Control,1_2,4,RRPG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3,4
1,Control,1_2,4,GRYG,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,1
1,Control,1_2,4,RWYG,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,4
1,Control,1_2,4,RWYG,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,4
1,Control,1_2,4,GRYG,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,4
1,Control,1_2,4,SAME,PGPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,1
1,Control,1_2,4,YRGR,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,4
1,Control,1_2,4,SAME,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,4,4
1,Control,1_2,4,GRYG,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,4
1,Control,1_2,4,RWYG,BBYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4,4
1,Control,1_2,4,GRYG,WGBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,4,3
1,Control,1_2,4,GRYG,GGYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4,4
1,Control,1_2,4,YRGR,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,1
1,Control,1_2,4,YRGR,WRGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2,4
1,Control,1_2,4,YRGR,GWWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,2,4
1,Control,1_2,4,SAME,PGGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4,4
1,Control,1_2,4,SAME,YRWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4,3
1,Control,1_2,4,WWGY,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,4
1,Control,1_2,4,YPGW,YYYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,4,4
1,Control,1_2,4,GRYG,GBWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,4,2
1,Control,1_2,4,YRGR,WGBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,3
1,Control,1_2,4,YRGR,WWPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,4
1,non_specialists_removed,1_2,5,BBYG,WRGB,12:53:36,12:56:56,o,NA,Right,Fail,23.67,67,23,1,4,4
1,non_specialists_removed,1_2,5,YPGW,WWPG,13:55:31,13:57:51,o,l,Left,Success,NA,18,9,2,4,4
1,non_specialists_removed,1_2,5,BBYG,YRGR,13:59:30,14:04:19,o,r,Right,Success,NA,58,9,3,4,3
1,non_specialists_removed,1_2,5,YPGW,WWGY,14:04:15,14:08:19,o,l,Left,Success,NA,18,9,4,4,3
1,non_specialists_removed,1_2,5,RWYG,PWRP,14:04:20,14:13:26,o,r,Right,Success,NA,58,9,5,4,4
1,non_specialists_removed,1_2,5,YRWB,WPWB,14:05:57,NA,o,NA,NA,Switch,NA,NA,NA,6,3,0
1,non_specialists_removed,1_2,5,BBYG,YWWW,14:11:52,14:14:36,o,r,Right,Success,NA,58,9,7,4,0
1,non_specialists_removed,1_2,5,WWGY,YRGR,14:13:31,14:17:12,o,o,NA,Fail,NA,NA,NA,8,3,3
1,non_specialists_removed,1_2,5,RWYG,PWBB,14:17:14,14:20:31,o,r,Right,Success,NA,58,9,9,4,0
1,non_specialists_removed,1_2,5,WWGY,YYYR,14:18:10,14:20:39,o,r,Right,Success,NA,58,9,10,3,4
1,non_specialists_removed,1_2,5,BBYG,GRYG,13:08:15,13:16:23,o,NA,Right,Fail,3.61,61,3,11,4,4
1,non_specialists_removed,1_2,5,BBYG,YRGR,14:21:43,14:24:09,o,r,Right,Success,NA,58,9,12,4,3
1,non_specialists_removed,1_2,5,RWYG,GWWY,14:24:29,14:26:45,o,05.63,NA,Switch,NA,NA,NA,13,4,4
1,non_specialists_removed,1_2,5,RWYG,WWGY,14:26:45,14:27:27,05.63,r,Right,Switch,NA,58,9,14,4,3
1,non_specialists_removed,1_2,5,YPGW,WPWB,14:25:51,14:30:51,o,l,Left,Success,NA,18,9,15,4,0
1,non_specialists_removed,1_2,5,RWYG,PWRP,14:29:45,14:32:04,o,r,Right,Success,NA,58,9,16,4,4
1,non_specialists_removed,1_2,5,WWGY,YRBG,14:32:45,14:36:45,o,o,NA,Fail,NA,NA,NA,17,3,4
1,non_specialists_removed,1_2,5,RWYG,GYGR,14:36:35,14:42:25,o,r,Right,Success,NA,58,9,18,4,0
1,non_specialists_removed,1_2,5,GWWY,WWPG,14:37:01,NA,o,NA,NA,Switch,NA,NA,NA,19,2,4
1,non_specialists_removed,1_2,5,GWWY,YRGR,NA,14:41:56,NA,l,Left,Switch,NA,18,9,20,2,3
1,non_specialists_removed,1_2,5,RWYG,RGYW,14:41:02,14:43:55,o,NA,Right,Fail,3.38,38,3,21,4,3
1,non_specialists_removed,1_2,5,RWYG,RGYW,14:45:35,14:48:05,o,r,Right,Success,NA,58,9,22,4,3
1,non_specialists_removed,1_2,5,YPGW,BPRR,14:47:04,14:50:07,o,l,Left,Success,NA,18,9,23,4,0
1,non_specialists_removed,1_2,5,RWYG,PWYY,14:52:03,14:55:17,o,r,Right,Success,NA,58,9,24,4,0
1,non_specialists_removed,1_2,5,YRWB,GWWY,13:12:40,13:22:41,o,03.29,NA,Switch,NA,NA,NA,25,3,4
1,non_specialists_removed,1_2,5,YRWB,WWGY,13:22:41,13:25:05,03.29,l,Left,Switch,NA,18,9,26,3,3
1,non_specialists_removed,1_2,5,YPGW,PWRP,14:56:10,14:58:27,o,l,Left,Success,NA,18,9,27,4,4
1,non_specialists_removed,1_2,5,YRWB,WWGY,15:03:51,15:05:04,o,NA,Right,Fail,36.38,38,36,28,3,3
1,non_specialists_removed,1_2,5,YPGW,WBYW,15:17:51,15:21:11,o,l,Left,Success,NA,18,9,29,4,0
1,non_specialists_removed,1_2,5,RWYG,PWRP,13:14:58,13:18:39,o,r,Right,Success,NA,58,9,30,4,4
1,non_specialists_removed,1_2,5,BBYG,PWBB,13:24:22,13:30:49,o,o,NA,Fail,NA,NA,NA,31,4,0
1,non_specialists_removed,1_2,5,RWYG,PGGY,13:30:15,13:32:54,o,r,Right,Success,NA,58,9,32,4,4
1,non_specialists_removed,1_2,5,YRWB,BPRR,13:34:16,13:40:38,o,26.23,NA,Switch,NA,NA,NA,33,3,0
1,non_specialists_removed,1_2,5,YRWB,GWWY,13:40:38,13:42:39,26.23,l,Left,Switch,NA,18,9,34,3,4
1,non_specialists_removed,1_2,5,RWYG,PWBB,13:37:56,13:44:23,o,32.73,NA,Switch,NA,NA,NA,35,4,0
1,non_specialists_removed,1_2,5,BBYG,GRYG,13:50:19,13:52:28,o,r,Right,Switch,NA,58,9,36,4,4
1,non_specialists_removed,1_2,5,BBYG,WWGY,13:40:41,13:49:51,o,o,NA,Switch,NA,NA,NA,37,4,3
1,Control,1_3,1,YWWW,GBPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3
1,Control,1_3,1,YWWW,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3
1,Control,1_3,1,YWWW,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4
1,Control,1_3,1,YWWW,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1
1,Control,1_3,1,YWWW,GRYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1
1,Control,1_3,1,SAME,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3
1,Control,1_3,1,YWWW,BWPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4
1,Control,1_3,1,BBWP,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,3
1,Control,1_3,1,YWWW,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,3
1,Control,1_3,1,BBWP,RBYY,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,2
1,Control,1_3,1,RWYG,WRPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,2
1,Control,1_3,1,BWPR,RYRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,3
1,Control,1_3,1,RWYG,PYGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,1
1,Control,1_3,1,RWYG,WGRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,1
1,Control,1_3,1,BWPR,PWRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,1
1,Control,1_3,1,RBGR,BPGG,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,2
1,Control,1_3,1,GPWR,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,3
1,Control,1_3,1,WGPW,GGWB,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,2
1,Control,1_3,2,YWWW,BWPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4
1,Control,1_3,2,YWWW,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3
1,Control,1_3,2,GGWB,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
1,Control,1_3,2,GGWB,GPWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1
1,Control,1_3,2,YWWW,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
1,Control,1_3,2,GGWB,GPWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1
1,Control,1_3,2,SAME,WGPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1
1,Control,1_3,2,GGWB,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,4
1,Control,1_3,2,RBGR,YPRP,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,2
1,Control,1_3,2,SAME,GPWR,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,1
1,Control,1_3,2,GGWB,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,4
1,Control,1_3,2,BBWP,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,3
1,Control,1_3,2,SAME,RGRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,3
1,Control,1_3,2,GPWR,WGPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,1
1,Control,1_3,2,BWPR,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,4
1,Control,1_3,2,GGWB,WRYP,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,3
1,Control,1_3,2,RWYG,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,3
1,Control,1_3,2,SAME,RYRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,3
1,Control,1_3,2,RYRY,GBPB,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,3
1,Control,1_3,2,RYRY,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,4
1,Control,1_3,2,GPWR,YRBG,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,3
1,Control,1_3,2,RPPW,BWPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,4
1,Control,1_3,3,GPWR,BWPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4
1,Control,1_3,3,GPWR,RWYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4
1,Control,1_3,3,GPWR,YWWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
1,Control,1_3,3,GPWR,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2
1,Control,1_3,3,RWYG,RBGR,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3
1,Control,1_3,3,GGWB,YWWW,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1
1,Control,1_3,3,RWYG,RPPW,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3
1,Control,1_3,3,GPWR,RRGW,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,2
1,Control,1_3,3,RBGR,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,2
1,Control,1_3,3,RWYG,PGRR,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,2
1,Control,1_3,3,GGWB,BBWP,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,2
